Tweet,label
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,Suicidal
@rivensky Haha. Well I have more but I don't have to do anything but file the rest away or delete them.,Not suicidal
RT @myonlyTAEger: Knets try to describe how V looks like in real life,Suicidal
is going to get some cereallllllll will be living off Lucky Charms next week! WOOPWOOP!,Not suicidal
RT @peopleschoice: Congratulations @bts_bighit for winning The E! People's Choice Award for #TheGroup of 2018! #PCAs https://t.co/WVyVxZYIMP,Not suicidal
"RT @NICKBOYNTON24: ""I don’t want to die. But, you know, nothing is for certain. And I’m tired of keeping quiet."" @PlayersTribune @CarBombBo…",Suicidal
"@qwerxcvjkl,,im done trying to be happy. it never helped and it never got approved by my parents. meaning i have to stop all of what makes me happy. and honestly, i dont want to try anymore. im just going to sit here and fail, and keep failing until one day, when death finally falls upon me.",Suicidal
"@niki_dyer @marcorubio You want every vote counted no matter if the voter is dead, move to a different precinct, ou… https://t.co/nC8PdOqUvU",Suicidal
Working like crazy,Not suicidal
Why is life important?,Suicidal
"@cmgangrel typical metro, can't even get that right.",Not suicidal
I wish I still had my Simpsons shower radio.,Not suicidal
@rabbitroodle And me too! *YAY!* GOOD MORNING!!!,Not suicidal
"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",Not suicidal
@ErikAbele The one we were looking out for?,Not suicidal
"The rapper Lázaro Leonado Rodriguez Betancul, best known for Viva Cuba free or pupito. This detainee in the area of… https://t.co/oeWHow0l5a",Not suicidal
YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,Suicidal
@SUMMERWALKER hey Golden is here with me and just wanted to say Hi and have a great morning,Not suicidal
"@semblance_er AHHHH yeah i was, but their updates were boring me so &quot;unfollowed&quot; them. you'll have to win and take me on holiday",Not suicidal
GOD FUCK IM A DUMB FUCKING IDIOT WHO CALLED OUT PERSONAL INSTEAD OF SICK GUESS WHOS GETTING THEIR THIRD REPRIMAND S… https://t.co/r9W52o6LNY,Suicidal
"I just want to remind y’all that without Iris, Barry Allen would be dead right now. But she’s useless right?… https://t.co/vloroTurEZ",Suicidal
"@cherryspoon Don't get upset by it, not worth it Besides if they do that with enough people, their accounts will not be so popular ;-)",Not suicidal
"@_zannahthatsme,Kota Kinabalu & Johor Bahru,RT @Tendrx: honestly, the pain, i dont want to be here anymore.",Suicidal
"@marijamilovanov oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",Not suicidal
RT @chimchim246: @987fm #SpeakYourselfSG i’ve always hated my life. I’ve always felt like there’s nothing to live for but BTS has helped me…,Suicidal
Females will be fucked up in the head and blame a nigga for them being fucked up...y’all gotta take accountability… https://t.co/7JIY10zPEG,Suicidal
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks !,Not suicidal
"@whitneyhess reminds me of your &quot;emotional response&quot; point (deleting mails in Gmail), and why I turn off face recognition in iPhoto '09",Not suicidal
I’m tired of living the regular life 🤣,Suicidal
"they dropped these fucking teasers when i was in class YEAH THEY WANT ME TO DIE, RIGHT? https://t.co/nbjoTSHmuw",Suicidal
"@jrkgirlnla Oh yes, I was reading that one",Not suicidal
@imjustcreative bless ya fella,Not suicidal
hey guys at home watching telly,Not suicidal
"I feel an infinite sadness in my soul and I feel so lonely, so empty, so disappointed, so desperate, so distressed,… https://t.co/SwTFkygc5k",Suicidal
@suitelifeofkell and then i stole that shirt. and sold it on ebay,Not suicidal
Bed time!,Not suicidal
@sophistifunk aye,Not suicidal
HI-CHEW is literally the best fucking candy ever.,Not suicidal
@solareclipse2k http://twitpic.com/2y3i4 - Totally love this pic! Are you singing it in Finnish?,Not suicidal
Im tired and sick of everything I wanna die ... https://t.co/w04RQCbvNV,Suicidal
Cut my wrist and black my eeeeeyes,Suicidal
RT @DrA_001: Buying your girl weaves is love language on its own 💯,Not suicidal
"Right, laters everyone I am off for my next Bowen treatment, will be gone a few hours, have a good morning",Not suicidal
@simonbigpicture Of course! I just don't trust any single source or filter of data,Not suicidal
Never been to war but I get terrible nightmares that wake me up fighting for my life. #thisisus #ptsd,Suicidal
"@paulissima It's just a toolbar with a set of functions, not very special. Actually it's not that specifically useful for a translator.",Not suicidal
"There is a stray cat on campus that looks like Garfield. The students are always feeding him, so he is very fat. Like me.",Not suicidal
YaY!! Just found out Amy is having a Girl!! LiL Bonita!! Im so excited..now I can go by little girly things for the babes,Not suicidal
Taking son to have his braces taken of Big day in teen age boy's life!,Not suicidal
I'm VERY VERY hungry! Don't anyone on my timeline dare to talk about food :@ Or I'll seriously eat you up!,Not suicidal
@GemBrodie I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,Not suicidal
"RT @JoshYugen: @EntrataLorna @maymayentrata07 Hi tita @EntrataLorna now I know why she is the most humble and most genuine, even though it…",Not suicidal
"@sokeri thanks for the help, i have realized that Now I need you to make it work.",Not suicidal
@breatheheavycom jooooordan happy birthdaaaay enjoy the day and party a loot !,Not suicidal
"@bradesposito They want people like me dead. They don't want to help me. If I was in Canada, Israel or Germany I wo… https://t.co/UEfZi9HniT",Suicidal
"RT @rcromwell4: If people don't want you dead, can you even claim to really be alive?",Suicidal
I am so tired of everything. Please just let me die,Suicidal
maybe i hate myself,Suicidal
"@homerunderbyemo,,Just checked out that Homerun Derby EP, it SLAPS  https://t.co/lrHB1FDz6t",Suicidal
@zergmoney tweet dreams,Not suicidal
"All right so that's 200 for slytherin, 590 for hufflepuff and 520 for ravenclaw. Sadly I'll have to cut these sprin… https://t.co/jjn5aEzAtu",Suicidal
"@jakepaul @jamescharles @LoganPaul Just because shane made a Series on you Doesnt mean people take you seriously, y… https://t.co/D5rA0nua0U",Suicidal
"late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3",Not suicidal
getting my english doneee!!!!!!!! ahh cant wait till holidays,Not suicidal
A lot of my tweets are about being lost &amp; miserable but it’s not always all it’s cracked out to be lol my life is a… https://t.co/hWxcSJOZDy,Suicidal
I don’t care who fuck with me at the end of the day i came in this world alone im gon die alone with that being sai… https://t.co/CuQdOMxwlV,Suicidal
RT @skupor: Incredibly sad and poignant story about suicide https://t.co/u73vm5KVxK,Suicidal
"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",Not suicidal
"Im gonna fucking die, im tired of investing everything into a person and then have them throw it out. I am not made… https://t.co/5hb6Kz74qb",Suicidal
"@arabsodmg www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not suicidal
is working on her listography. http://plurk.com/p/n233g,Not suicidal
I like the sound of my new job title. Inventory manager.,Not suicidal
RT @uglythxughts: Im tired of everything that is going on in my  life,Suicidal
@dareanderae I love you 💕💕💕,Not suicidal
"photoboth is black and white. and wayyyyy old. we call him Herbert lol. I love him, he's like a living legend. gotta love Berlin &lt;3",Not suicidal
My whole family is so damn beautiful and I’m the start of the ugly generation of it and I just hate myself so much I can’t even express it,Suicidal
@DanceMassTV Thanks! It's just what I think.,Not suicidal
I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,Not suicidal
@beijingboyce Who is @Maotai? I like Maotai spirit very much!,Not suicidal
Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha XX,Not suicidal
RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,Not suicidal
"I work hard ʰᵉ ʷᵒʳᵏˢ ʰᵃʳᵈ every day of my life I work 'til I ache in my bones, at the end ᴬᵀ ᵀᴴᴱ ᴱᴺᴰ ᴼᶠ ᵀᴴᴱ ᴰᴬᴬᴬᴬᴬᴬ… https://t.co/T8btgG2HTl",Suicidal
I'm tired of living in a world,Suicidal
"@benjamenus oh blimey, it's not you is it?? don't worry, I wouldn't say anything here that i wouldn't say to them personally.",Not suicidal
RT @juliareyes004: @Ryankingry You or the picture?! Cus damn both be looking so good! 😂🤩,Suicidal
@lilyroseallen i love your shh tattoo - did it hurt? i think i'm gonna get it,Not suicidal
@that_groyper Really tired of everything. It's all just so lame and gay. Nothing serious us ever going to happen an… https://t.co/swSugXE6ua,Suicidal
"@PhilipMcCluskey I gotcha this is my fridge: http://tinyurl.com/dxvmx7 ...not sure it's photographed well though, arg.",Not suicidal
@tafelzoetstof I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase?,Not suicidal
@KateEdwards you dont have to bring anything - it's yr place #katesparty,Not suicidal
RT @KindFashionNY: Please See Me. I Need My Human. Don’t Let Me Die Alone &amp; Afraid. Hurry🙏🐾💔🐶 https://t.co/oiiy0hKjTW,Suicidal
RT @camerondallas: if i don’t love anything i can’t get hurt,Not suicidal
"""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Suicidal
hello new follwers,Not suicidal
"@c_cannabiscafe A father, whose daughter committed suicide, saying, ""cannabis is very, very dangerous"" is an 'instr… https://t.co/iGIYBvXZdD",Suicidal
IM SO TIRED OF EVERYTHING CAN I DIE,Suicidal
the damn 3D movie glasses... I hate myself,Suicidal
@alancostello Thats on GH3! Send it later?? since you completley missed Fridays lyrics ;),Not suicidal
@nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popup… https://t.co/mlXvJZIeLj,Suicidal
"@mikedignammusic hey, your stuff's quite good can you get it on itunes?",Not suicidal
"And it make NO logical sense, in their twisted v… https://t.co/nQqmX2vwmR",Suicidal
homework ALL day... 2 assignments due by 4:30 (but they're almost done!),Not suicidal
Asking everyone to send out happy 'head-first' vibes to @cosmicgirlie,Not suicidal
RT @lisapryor23: @MillwallFC @zampathelion what a fun day ! https://t.co/jr18uTkFX4,Not suicidal
gonna go cut up some chickeeeen,Not suicidal
Tyson smells like cookies.,Not suicidal
Damn I hate myself,Suicidal
I feel like taking away my life,Suicidal
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life,Not suicidal
"RT @MohammadiRashid: A year after the devastating earthquake in this city, this young mother says she &amp; her family still don't have shelter…",Suicidal
@ThE_ED uh oh you're in trouble,Not suicidal
@emilylagrange a revolution in household detergent introducing #kidscleaning get one now while stocks last,Not suicidal
why cant I loose enough blood on my period that I just die ugh — IDK go see a doctor https://t.co/P2PTooYnT5,Suicidal
@timelkington dont do it Tim - he will be in your dreams at nite but only if u spend over ï¿½300 and use the 15% discount he sent last week,Not suicidal
"@sotodance photoboth is black&amp;white. and wayyy old. we call him Herbert lol. I love him, he's like a living legend. gotta love Berlin &lt;3",Not suicidal
"@hortovanyi The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right",Not suicidal
"RT @DrugForumsBest: I woke up with a bag over my head after I intentionally overdosed on a conbo of 250 mg diclazepam, half a handle of bou…",Suicidal
One month from today we'll be on that plane headin' for NY!!,Not suicidal
"Good morning, everyone! I hope you have a great start to the day! *raises cup of coffee*",Not suicidal
"@hellomonette,buk - cdo,i dont want to be here anymore",Suicidal
@andreascliment It's a nice piece of software indeed,Not suicidal
"RT @MilradJalen: @raesanni I agree it’s awful and makes no sense. Regardless of his last mistakes, he didn’t deserve to die and mocking him…",Suicidal
http://tr.im/imNg just made a new fluid icon for use with @amiestreet,Not suicidal
How to convince someone against commiting suicide,Suicidal
@Cathay_Pacific just wanted to say a big thank you for being such a great airline. As a travel writer things like this mean A LOT!,Not suicidal
this is my notice of me giving up on life n becoming an alcoholic bc i'm miserable n want to die farewell ill be drunk,Suicidal
why would suicide ring in my mind,Suicidal
@FrankDiElsi1 No I want him to get indicted &amp; watch the kids go to jail - I don’t want him to die because the Trump… https://t.co/BPMdXzujoo,Suicidal
@brightlydusted a friend i knew online from last night finally added me up on his messenger.,Not suicidal
@Vintage_Twit Thanks for the offer!,Not suicidal
RT @sirpatricia: //shes doing her best https://t.co/tARP6gNDlu,Not suicidal
my uni is playing POTC outside and free hotX buns. i feel lovvvved,Not suicidal
"Just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny",Not suicidal
But I'm just a motherfucker that want to be dead,Suicidal
@Cinder5Bye5 I demanded personal satisfaction. And it was so fucking glorious to finally have done it. I had to do… https://t.co/RiK6Ys6Uw6,Suicidal
"My idea of hell would be if there were a heaven, i mean i really want to be dead one time..",Suicidal
@Shesouldeep yup me too,Not suicidal
@katahay i adore your music. you are extremely talented,Not suicidal
We are open again today from 10:00 am til 7 pm.. come in and see us,Not suicidal
"@kingxhesh,,just fucking kill me already i dont want to be here anymore",Suicidal
sat at home doing nothing? looking foward to bakewell next week though,Not suicidal
"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",Suicidal
"@MarkusLarockus Ha ha I started something with the Rocquestar thing, didn't I??",Not suicidal
"@horrorshock666 Oh, the puns. The bad, bad puns. I think I'll quite like the new clear sounds though x",Not suicidal
jami: probably drunk driver coming onto on-coming traffic,Suicidal
"@spanx Happy Birthday, eat something good",Not suicidal
i have forgotten how much i love my Nokia N95-1,Not suicidal
I hate myself sm. I just wanna die. I don’t deserve to live.,Suicidal
Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,Not suicidal
"time to turn off and go to sleep i think, its been a big day! Goodnight all",Not suicidal
@ibeatsex imy frankieeeee &lt;3(: found any good books to read yet?,Not suicidal
"@MSNBC @NBCNews ""I accepted benefits from a hostile foreign government and conspired with Michael Cohen to violate… https://t.co/fxJEjOi74P",Suicidal
@RapierTwit People say they feel expressionistic - I've never heard them say pointalistic,Not suicidal
"Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst t… https://t.co/a83mtDdWsA",Suicidal
@smeykunz We can all have a fun ladies night! Anyone can join!,Not suicidal
What is the effect of not talking to someone when feeling suicidal,Suicidal
@Treenz22 @mynameislloyd @fritzanator Awesome time tonight. I knew you would check twitter before bed. Ha Ha,Not suicidal
"@wolfiecomedy These boys might find it shocking that some internet stranger like myself would say ""fuck these guys""… https://t.co/VNWeNO1cmv",Suicidal
"RT @tomorrowithryu: And I hate the fact if it's true Dojae will do surgery, Dojae has to endure the pain alone :'( without Segye 😭😭😭😭 altou…",Suicidal
@EricBoehlert Nothing to live for? Why? Because you have been nasty?,Suicidal
"RT @shxxyellowbin: Oh my heart hurts so good. I love you babe, so bad. @ikon_shxxbi https://t.co/aH5aObf60j",Not suicidal
"@seerysm i'm always cheerful when it's sunny at ATL, means I'll get the heck away on time",Not suicidal
RT @MrEdTrain: #NeverForget who keeps you &amp; your family safe &amp; free 🇺🇸 @USMC @USARMY @USNAVY @USAF @USCG https://t.co/z21HWgPaYn,Not suicidal
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya,Not suicidal
my sleep was disturbed. i am looking to end a career today,Not suicidal
Is it normal to have suicidal thoughts?,Suicidal
@jyl_MomIF LoL today any woman who can handle 7 kids inspires me #inspire,Not suicidal
@MizFitOnline normal workday for me. I do still have plans/aspirations to submit some info for the miz mag - honest i do.,Not suicidal
"@harrietlulu how weird. yesterday, i was thinking I really wanted to listen to Christmas songs.. not so strange I think.",Not suicidal
"RT andreamvaldez: ""Trumpy Bear isn’t your average meme-bred merch gone viral: It appeals to everyone and no one, it… https://t.co/yhS4IpnQTJ",Suicidal
"@joyreaper @WolfensPride @BreitbartNews No doubt the Obama’ fostered hate, division, chaos and anarchy! They are th… https://t.co/x5ch7odIZ9",Suicidal
Jealousy is important for a person to move ahead in life. It keeps you on your toes and helps you realize,Not suicidal
"RT @mjs03093641: TWEETS  are the real life,  awkward conversation starters between strangers.",Suicidal
time for some warsaw beer garden chilling,Not suicidal
why am I thinking of suicide?,Suicidal
@danielledeleasa have you had your hair cut? it looks really good,Not suicidal
So sad that I can't protect these cats and I don't know whats ever bothering them. I don't know why this stuff has… https://t.co/SDrCTy43V3,Suicidal
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",Suicidal
@sputnick42 welcome &amp; good to see you!,Not suicidal
@madhoward... I'm almost caught up on HIMYM! I watched 3-4 episodes with @calamus last night! SSSSOOOO GOOD!,Not suicidal
I’m just gonna go ahead and kill myself. Already done for the fucking day.,Suicidal
"RT @Sal929: @WyattEarpLA I’m actually tired of this!!! It’s like living in a home where the troubled, deceitful child always wins! It’s not…",Suicidal
RT @shaunking: I am supporting @RepBarbaraLee for this.,Not suicidal
@MattKelland that Dalek is great,Not suicidal
"I'm out of all my fucking meds bc my family thought it was the best to do since I got sick, tired and sl… https://t.co/6dpLNbb0sh",Suicidal
@SowaTheArrogant Well he was partially right! I do want him to get sick and die and I would dance on his grave! May… https://t.co/5AzPorJUos,Suicidal
@pinksealight haha 2 am lol omg IM FREEZING TOO!! haha,Not suicidal
@REGYATES Nice pictures! Glad your having a good time!,Not suicidal
"@phatelara debbs, PW is up on MSE! Congrats!",Not suicidal
patient: i hate myself and i want to die,Suicidal
@samotage what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,Not suicidal
I LOVE sleeping until I'm FINISHED!,Not suicidal
@ilovetypography and in danish its &quot;rytme&quot;,Not suicidal
@michelpoulain Bon courage pour Magento !,Not suicidal
snuggling in bed with my little baby....ahhhh!,Not suicidal
Why is life so difficult?,Suicidal
quite bored reallyyy :| on the phone to my baby x,Not suicidal
@mileycyrus yess I do ! and im in boston for a college fair and not school hahaa,Not suicidal
"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or will… https://t.co/bk4rdiwZSc",Suicidal
"@Elianasunshine7,Newfoundland, Canada,RT @animeesay: I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone t…",Suicidal
"@Mummyofmany I have home-made brownies, too....",Not suicidal
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,Suicidal
"@holyschmoke fingers are firmly crossed for you, any advice, give me a shout",Not suicidal
Why I needed to keep holding on to nothing. If my life really ahd a purpose,Suicidal
I dont want to be here anymore,Suicidal
"@judyk113 Yeah, we're going to have neither, but it's all good. Hope you do.",Not suicidal
"@TaniaUncensored tania, i think you should get athene and the rest of the crew on twitter",Not suicidal
RT @vanbrueghel: release my body,Suicidal
@FortniteGame Better be adding bouncers back then. No way y’all are dumb enough to add this big a game change then… https://t.co/2GGc72XP5a,Suicidal
@cyberpreneur welcome to the &quot;twittersphere&quot;! (i like your name for it it's fun but can get super addicting,Not suicidal
@XirthTv The girl I was fucking with the one that made me not kill myself a night I was just done is out of being institutionalized,Suicidal
@Linc4Justice nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones,Not suicidal
I am so TIRED of EVERYTHING I just want to DIE,Suicidal
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,Not suicidal
"@NFear,Chicago, IL,Life is hard. I never thought I’d come onto social media to vent/talk about my feelings. But man my life sucks. I dont want attention but I know this tweet makes it look like I do. I’m done streaming, YouTube, and just playing games all together. Just don’t wanna be here anymore.",Suicidal
@djroxc Welcome to Twitter!!,Not suicidal
@robcthegeek You forgot Dependency injection/IoC containers on your tech todo list,Not suicidal
"9 months ago my grandmother passed away, 8 months ago I got my heart completely broken, 7 months ago I almost attem… https://t.co/ooZMFRvuD1",Suicidal
I’m so tired of living and college I just wanna drop out and work somewhere far away from everyone https://t.co/Dq3rIUxtbv,Suicidal
Unfortunately I can’t leave well enough alone and in trying… https://t.co/FCgrffTOSd,Suicidal
just chillin =P i mean holidays.. nothing to do.. silence.. only me.. *haha* finally my relaxing time.. with a book typical for me!! &lt;3,Not suicidal
Is suicide the solution?,Suicidal
"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not suicidal
I keep fucking up what matters the most to me and I fucking hate myself so god damn much for being like that,Suicidal
This is painful and just the thought of losing another young person to suicide makes it extremely hard to see a fam… https://t.co/45IlNiJt6h,Suicidal
"RT @missmabh: I'm in desperate need of a kidney transplant &amp; need a matching live donor, I'm actually at the end of the road now so need on…",Suicidal
@n3rdbeere MicroBlog? You have a good point!,Not suicidal
"RT @mkoirala: Just keep going forward, no matter what #Motivation #Success #Life",Not suicidal
schï¿½nes Marketingwort: Stimulus Package http://www.dkny.com/sweepstakes/sweepstakes.php,Not suicidal
And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry',Not suicidal
I need to talk to a friend.,Suicidal
"RT @Maddierawrk: My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; i…",Not suicidal
@SashaMcfly niiiceee,Not suicidal
Playing the clarinet makes me happy,Not suicidal
@starrymilkteaa WOW I AM ADDING THAY TO MY LIST OF SHIT TO LISTEN TO WHEN I WANT TO DIE,Suicidal
Tired of living day by day like everything’s alright,Suicidal
@MrsZee Go you,Not suicidal
"@wizbiff i need a different job, if he is gonna chat all night. he's cute so i'll get over it",Not suicidal
@ROBsessedBlog http://i42.tinypic.com/drbadi.jpg Mine.,Not suicidal
"guess who will die today? that’s me!! I’m too tired of everything rn and I’m too hurt,,",Suicidal
I am so sick and tired of living. https://t.co/w8r1DtTjBi,Suicidal
about to open birthday presents,Not suicidal
@theosoft What do you want to know about MODx cms? Maybe I can help you,Not suicidal
RT @ruinpeach: everyone’s fighting about this but will is dead and wessa’s kids are dead and jem’s going to die one day along with jessa’s…,Suicidal
i'm tired of you… https://t.co/cAp1T1SFF1,Suicidal
"@garry1bowie No, just one shortly before the soap awards judging starts....",Not suicidal
It's one of the perks of working for the NYSE Ger!,Not suicidal
phone againn,Not suicidal
@_WolfGirl_ May 6th We couldn't wait any longer..i was waiting for someone to ask! LOL,Not suicidal
I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,Not suicidal
RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if y’all…,Suicidal
"@AbigailBrooke29,With Jake :),RT @yxrx_x: I desperately and whole heartedly dont want to be here anymore.",Suicidal
@nicharry Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi,Not suicidal
Found st thomas'and waiting,Not suicidal
More deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization,Not suicidal
@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not suicidal
Is there a reason for living.,Suicidal
please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Suicidal
Chillin with Lucy...beautiful day today,Not suicidal
me: “oh my god i want to fuckin die i hate myself im so lonely”,Suicidal
Happy birthday @paul_lander!,Not suicidal
My cousin ( recently retired 30 years in military) committed suicide the day @realDonaldTrump was elected.… https://t.co/4YX7GRVqtg,Suicidal
Landed in Belfast. It's wee this wee that,Not suicidal
@thefutureheads : CONGRATULATIONS DAVE!! Enjoy the little 'un! xxx,Not suicidal
@T_sos2 9 tails or not if he wanted to kill him he’d be dead. Itachi could’ve killed him but he didn’t want to...id… https://t.co/ndYXd8jgBu,Suicidal
"Morning, Just watching 90210 from last night. Waiting for a text from my friend!",Not suicidal
I'm learning to twitter!! beats doing the taxes,Not suicidal
"Whenever I have dreams of my mom lately, it’s as if she’s still alive and that she never went away 😳 but then again… https://t.co/fgV1SvUvkO",Suicidal
@Boddingtons see ya Anastasia!! have a marvellous day,Not suicidal
SOMEBODY PLEASE FUCKING KILL ME IM SO IN LOVE https://t.co/WbVmmKzDDh,Suicidal
@Lerae143 you didn't get the memo because when I told you .. You were most likely INTOXICATED. Not my problem.. But you're welcome,Not suicidal
"@BookThingo I want to read P. D. James's THE CHILDREN OF MEN, though - interesting premise. Yay for futuristics!",Not suicidal
"Short Stack, on home and away",Not suicidal
Will Prayer help me out of sucidal thoughts.,Suicidal
wow i want to die! somebody fucking kill me! PLEASE! https://t.co/oyySkOcTE0,Suicidal
#totd faves: Time for bed...have a good night/day ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,Not suicidal
and as we turn and look to the future..... very interesting times ahead,Not suicidal
Why do I want to commit suicide?,Suicidal
"@edwinksl Stanford Summit 2008 short video http://www.youtube.com/watch?v=YAxcVIJu-XQ . Remebering magical, funtastic,roller coaster ride",Not suicidal
Gene has been acting a bit odd lately. When I told him about Leper wanting to jump out of the tree to join The Supe… https://t.co/jqjOwpBQ1X,Suicidal
@rainbowdarling lol you and me both. Grumpy and bitter.,Not suicidal
RT @peopleschoice: Congratulations @Harry_Styles for winning The E! People's Choice Award for #TheStyleStar of 2018! #PCAs https://t.co/nPZ…,Not suicidal
What am I to benefit if I commited?,Suicidal
"@TylersDunflower,Trench,I'm not feeling happy",Suicidal
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",Not suicidal
@Mennard have fun! bet you unearth all sorts of goodies!!,Not suicidal
"@writingprincess Also, do you own any designer clothes?",Not suicidal
"@psandalio yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",Not suicidal
@JamesRandom ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,Not suicidal
Realizing that I will not get a surprise certified letter stating that I am the sole heir of a wealthy family's inh… https://t.co/5DzyWg70Tu,Not suicidal
hahaha how is everyone?,Not suicidal
"@suesshirtshop Same to you, Sue!",Not suicidal
I stay up all night tryna make myself feel alright I'm too uncomfortable to fall asleep ugh fuck this bitch of a ro… https://t.co/gkzZR3jNfW,Suicidal
My life has lost its meaning.,Suicidal
"@LoliThicc,Northen ireland,Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore...",Suicidal
I’m such a. Disgusting disappointment I’ve gotten visibly fatter my cheeks are puffy and my stomach has actually de… https://t.co/pzeLi6sSIH,Suicidal
RT @EekrawK: This is my sister-in-law Sana on the left and her on the right. It's nice to hire your family members and create a conflict o…,Not suicidal
Thinking of a hamsty bank account. That's a good idea to save. (^.^),Not suicidal
Oh my god if that Jim Acosta did to that woman was fucking abuse WHAT DO YOU THINK TRUMP HAS DONE TO FUCKING WOMEN… https://t.co/U1eFGgIyuy,Suicidal
I don’t want them to come for my account. Literally the only thing keeping me through the miserable existence that… https://t.co/XJF6MP8fJ7,Suicidal
@theshortestfuse that is so cool...good to hear...thanks for sharing!,Not suicidal
I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shit… https://t.co/hdyYYzOq6X,Suicidal
"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me",Not suicidal
"Oops again, its t w i t t e r....",Not suicidal
Just got out of the film. Had some giggles I &lt;3 Colbert!,Not suicidal
"@theschwasound @feraljokes @BethLynch2020 Fuck, somebody come kill me please.",Suicidal
"@juliankimmings My commiserations, is it as bad as I had heard it is?",Not suicidal
Wants to be stimulated already,Not suicidal
@Glinner what about twittering your task @rtm,Not suicidal
survive but tired like shit what’s the point of living,Suicidal
"@KellyNg With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on",Not suicidal
"@MissGC : Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",Not suicidal
I am constantly amazed by our technology. It makes me wonder. Now check out this rad song! &quot;Tripping&quot; ? http://twt.fm/33023,Not suicidal
do I mean anything to anybody in this world?,Suicidal
"@kellyhopper372,Florida, USA,https://t.co/5tsIoklInt. ""Waiting for the End"" Please Chester let me come with you up in heaven! I dont want to fight this anymore. Nobody cares here so why bother",Suicidal
Is life really fair?,Suicidal
@gogreen18 yeah I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night,Not suicidal
